State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound_1,90% CI Upper Bound_2,"Poverty Estimate, Age 0-17",90% CI Lower Bound_3,90% CI Upper Bound_4,"Poverty Percent, Age 0-17",90% CI Lower Bound_5,90% CI Upper Bound_6,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound_7,90% CI Upper Bound_8,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound_9,90% CI Upper Bound_10,Median Household Income,90% CI Lower Bound_11,90% CI Upper Bound_12,"Poverty Estimate, Age 0-4",90% CI Lower Bound_13,90% CI Upper Bound_14,"Poverty Percent, Age 0-4",90% CI Lower Bound_15,90% CI Upper Bound_16
5,55,AR,Greene County,7696,6419,8973,17.1,14.3,19.9,2292,1699,2885,21.4,15.9,26.9,1485,1032,1938,19,13.2,24.8,53821,48202,59440,.,.,.,.,.,.
5,57,AR,Hempstead County,3914,2983,4845,18.7,14.3,23.1,1431,933,1929,27.1,17.7,36.5,983,624,1342,25.3,16.1,34.5,42790,36929,48651,.,.,.,.,.,.
5,59,AR,Hot Spring County,4709,3504,5914,14.9,11.1,18.7,1474,962,1986,22.5,14.7,30.3,1019,647,1391,21,13.3,28.7,49582,42926,56238,.,.,.,.,.,.
5,61,AR,Howard County,2150,1640,2660,16.7,12.7,20.7,836,577,1095,24.9,17.2,32.6,568,373,763,23.2,15.2,31.2,40566,34527,46605,.,.,.,.,.,.
5,63,AR,Independence County,5499,4395,6603,15,12,18,1688,1169,2207,19,13.1,24.9,1122,742,1502,17.1,11.3,22.9,50834,44992,56676,.,.,.,.,.,.
5,65,AR,Izard County,2539,1974,3104,20.1,15.6,24.6,661,445,877,27.3,18.4,36.2,450,287,613,24.8,15.8,33.8,41787,37501,46073,.,.,.,.,.,.
5,67,AR,Jackson County,3344,2543,4145,23.1,17.6,28.6,981,660,1302,29.6,19.9,39.3,680,451,909,28.7,19,38.4,40789,35376,46202,.,.,.,.,.,.
5,69,AR,Jefferson County,11303,8843,13763,18.9,14.8,23,3400,2215,4585,24.7,16.1,33.3,2591,1689,3493,25.8,16.8,34.8,40588,35999,45177,.,.,.,.,.,.
5,71,AR,Johnson County,4465,3447,5483,17.3,13.4,21.2,1494,989,1999,23.6,15.6,31.6,1009,646,1372,21.7,13.9,29.5,39439,33625,45253,.,.,.,.,.,.
5,73,AR,Lafayette County,1289,949,1629,19.8,14.6,25,346,226,466,29.5,19.3,39.7,249,159,339,29.4,18.7,40.1,40007,34041,45973,.,.,.,.,.,.
5,75,AR,Lawrence County,3006,2346,3666,19.2,15,23.4,926,635,1217,26.1,17.9,34.3,636,415,857,24.8,16.2,33.4,41188,34902,47474,.,.,.,.,.,.
5,77,AR,Lee County,2527,1964,3090,36.8,28.6,45,670,478,862,45.4,32.4,58.4,474,330,618,45.1,31.3,58.9,32502,27591,37413,.,.,.,.,.,.
5,79,AR,Lincoln County,2223,1638,2808,23.6,17.4,29.8,484,320,648,23.2,15.4,31,340,220,460,22.6,14.6,30.6,47903,43306,52500,.,.,.,.,.,.
5,81,AR,Little River County,1943,1452,2434,16.2,12.1,20.3,649,427,871,24.4,16.1,32.7,440,280,600,22.8,14.5,31.1,47125,40250,54000,.,.,.,.,.,.
5,83,AR,Logan County,3308,2537,4079,15.8,12.1,19.5,963,626,1300,22.2,14.4,30,688,436,940,22.1,14,30.2,43577,38891,48263,.,.,.,.,.,.
5,85,AR,Lonoke County,7974,6471,9477,10.9,8.8,13,2582,1902,3262,14.2,10.5,17.9,1628,1082,2174,11.9,7.9,15.9,59623,51892,67354,.,.,.,.,.,.
5,87,AR,Madison County,2797,2173,3421,16.9,13.1,20.7,938,649,1227,25.2,17.5,32.9,659,447,871,24.4,16.5,32.3,45144,38483,51805,.,.,.,.,.,.
5,89,AR,Marion County,3165,2583,3747,19.1,15.6,22.6,854,579,1129,27.6,18.7,36.5,585,374,796,25.5,16.3,34.7,39888,33902,45874,.,.,.,.,.,.
5,91,AR,Miller County,8050,6499,9601,19.2,15.5,22.9,2400,1613,3187,24.4,16.4,32.4,1656,1094,2218,23.1,15.3,30.9,43634,37882,49386,.,.,.,.,.,.
5,93,AR,Mississippi County,8235,6404,10066,21,16.3,25.7,2867,1956,3778,28,19.1,36.9,1936,1233,2639,26.3,16.8,35.8,47892,43035,52749,.,.,.,.,.,.
5,95,AR,Monroe County,1543,1151,1935,23.8,17.7,29.9,514,336,692,36.5,23.9,49.1,354,224,484,36.8,23.3,50.3,35833,30737,40929,.,.,.,.,.,.
5,97,AR,Montgomery County,1666,1269,2063,18.8,14.3,23.3,460,299,621,28.3,18.4,38.2,321,202,440,27.2,17.1,37.3,42751,36345,49157,.,.,.,.,.,.
5,99,AR,Nevada County,1512,1116,1908,19.1,14.1,24.1,497,322,672,27.8,18,37.6,337,208,466,25.5,15.8,35.2,41854,35562,48146,.,.,.,.,.,.
5,101,AR,Newton County,1406,1046,1766,18.7,13.9,23.5,426,283,569,29.8,19.8,39.8,295,188,402,27.6,17.6,37.6,40698,34593,46803,.,.,.,.,.,.
5,103,AR,Ouachita County,4669,3682,5656,20.5,16.2,24.8,1396,968,1824,27.9,19.4,36.4,969,662,1276,25.9,17.7,34.1,46374,39957,52791,.,.,.,.,.,.
5,105,AR,Perry County,1506,1140,1872,14.7,11.1,18.3,494,323,665,22.7,14.8,30.6,348,221,475,21.5,13.7,29.3,46317,39204,53430,.,.,.,.,.,.
5,107,AR,Phillips County,3767,2593,4941,22.1,15.2,29,1634,972,2296,37,22,52,1140,662,1618,36.6,21.2,52,35167,30578,39756,.,.,.,.,.,.
5,109,AR,Pike County,1932,1526,2338,18.6,14.7,22.5,552,364,740,24.6,16.2,33,389,250,528,23.1,14.8,31.4,43133,37309,48957,.,.,.,.,.,.
5,111,AR,Poinsett County,4857,3821,5893,21.2,16.7,25.7,1572,1082,2062,28.9,19.9,37.9,1065,706,1424,27.1,18,36.2,36150,33526,38774,.,.,.,.,.,.
5,113,AR,Polk County,3538,2664,4412,18.1,13.6,22.6,1214,828,1600,28.1,19.2,37,854,567,1141,25.8,17.1,34.5,42915,37088,48742,.,.,.,.,.,.
5,115,AR,Pope County,8552,6618,10486,14.1,10.9,17.3,2508,1656,3360,17.6,11.6,23.6,1723,1103,2343,16.6,10.6,22.6,46350,42524,50176,.,.,.,.,.,.
5,117,AR,Prairie County,1137,834,1440,14.5,10.6,18.4,392,257,527,24.4,16,32.8,281,178,384,24,15.2,32.8,48478,41755,55201,.,.,.,.,.,.
5,119,AR,Pulaski County,59031,51421,66641,15.3,13.3,17.3,20032,16070,23994,22.5,18,27,12752,9587,15917,19.9,15,24.8,56171,51506,60836,.,.,.,.,.,.
5,121,AR,Randolph County,2912,2262,3562,16.3,12.7,19.9,997,698,1296,23.5,16.5,30.5,672,453,891,22.4,15.1,29.7,46495,40564,52426,.,.,.,.,.,.
5,123,AR,St. Francis County,6199,4756,7642,30.1,23.1,37.1,2001,1323,2679,39.6,26.2,53,1398,909,1887,39.3,25.5,53.1,37759,32031,43487,.,.,.,.,.,.
5,125,AR,Saline County,10057,7808,12306,8.2,6.4,10,3031,1994,4068,10.8,7.1,14.5,2180,1420,2940,10.3,6.7,13.9,70550,63567,77533,.,.,.,.,.,.
5,127,AR,Scott County,1756,1292,2220,17.5,12.9,22.1,623,400,846,27.1,17.4,36.8,421,262,580,25.1,15.7,34.5,41230,35362,47098,.,.,.,.,.,.
5,129,AR,Searcy County,1732,1330,2134,22.3,17.1,27.5,529,361,697,34.9,23.8,46,372,244,500,32.8,21.5,44.1,33814,28482,39146,.,.,.,.,.,.
5,131,AR,Sebastian County,21137,17710,24564,16.8,14.1,19.5,7106,5452,8760,24,18.4,29.6,4790,3547,6033,22.3,16.5,28.1,48627,43472,53782,.,.,.,.,.,.
5,133,AR,Sevier County,2755,2086,3424,16.7,12.6,20.8,1142,752,1532,24.5,16.1,32.9,774,498,1050,22.3,14.4,30.2,45838,38938,52738,.,.,.,.,.,.
5,135,AR,Sharp County,3110,2298,3922,18.1,13.4,22.8,999,630,1368,28.7,18.1,39.3,717,445,989,28,17.4,38.6,40437,34872,46002,.,.,.,.,.,.
5,137,AR,Stone County,2513,1970,3056,20.1,15.8,24.4,695,462,928,29.1,19.4,38.8,509,337,681,29,19.2,38.8,36148,31982,40314,.,.,.,.,.,.
5,139,AR,Union County,6381,5045,7717,16.9,13.4,20.4,1959,1338,2580,21.8,14.9,28.7,1304,829,1779,19.7,12.5,26.9,47857,41145,54569,.,.,.,.,.,.
5,141,AR,Van Buren County,2674,2024,3324,16.4,12.4,20.4,695,436,954,22.6,14.2,31,508,316,700,21.7,13.5,29.9,42345,36799,47891,.,.,.,.,.,.
5,143,AR,Washington County,30994,26614,35374,13.2,11.3,15.1,8392,6063,10721,14.7,10.6,18.8,5424,3730,7118,13.1,9,17.2,57712,53663,61761,.,.,.,.,.,.
5,145,AR,White County,11176,9046,13306,14.8,12,17.6,3400,2456,4344,19.1,13.8,24.4,2351,1606,3096,17.6,12,23.2,43765,38993,48537,.,.,.,.,.,.
5,147,AR,Woodruff County,1386,1023,1749,22.6,16.7,28.5,434,282,586,33.1,21.5,44.7,306,193,419,33.1,20.9,45.3,37634,31890,43378,.,.,.,.,.,.
5,149,AR,Yell County,2971,2236,3706,14.3,10.8,17.8,1073,686,1460,21.6,13.8,29.4,741,461,1021,20.1,12.5,27.7,48728,42845,54611,.,.,.,.,.,.
6,0,CA,California,4419167,4357445,4480889,11.5,11.3,11.7,1260145,1226143,1294147,14.6,14.2,15,898424,868759,928089,14.2,13.7,14.7,83001,82422,83580,"327,414","312,308","342,520",14.6,13.9,15.3
6,1,CA,Alameda County,139636,124941,154331,8.6,7.7,9.5,29982,24183,35781,9.1,7.3,10.9,21299,17057,25541,8.9,7.1,10.7,113518,110514,116522,.,.,.,.,.,.
6,3,CA,Alpine County,159,116,202,14.3,10.4,18.2,51,34,68,24.5,16.3,32.7,32,21,43,20,12.9,27.1,64542,55068,74016,.,.,.,.,.,.
6,5,CA,Amador County,3678,2642,4714,10.3,7.4,13.2,769,514,1024,13,8.7,17.3,546,359,733,12.6,8.3,16.9,68141,59644,76638,.,.,.,.,.,.
6,7,CA,Butte County,35963,31105,40821,17.3,15,19.6,7852,5909,9795,18.7,14.1,23.3,5817,4417,7217,19,14.4,23.6,54718,49240,60196,.,.,.,.,.,.
6,9,CA,Calaveras County,5310,4008,6612,11.6,8.8,14.4,1213,821,1605,16.1,10.9,21.3,858,573,1143,15.5,10.3,20.7,66329,56704,75954,.,.,.,.,.,.
6,11,CA,Colusa County,2200,1678,2722,10.3,7.8,12.8,733,494,972,12.9,8.7,17.1,529,353,705,12.4,8.3,16.5,59422,50617,68227,.,.,.,.,.,.
6,13,CA,Contra Costa County,82136,70711,93561,7.2,6.2,8.2,19800,15441,24159,7.9,6.2,9.6,13608,10409,16807,7.2,5.5,8.9,106484,103471,109497,.,.,.,.,.,.
6,15,CA,Del Norte County,4604,3370,5838,18.5,13.5,23.5,1313,883,1743,23.4,15.7,31.1,914,610,1218,21.8,14.5,29.1,47442,40788,54096,.,.,.,.,.,.
6,17,CA,El Dorado County,15992,13059,18925,8.4,6.9,9.9,3259,2410,4108,8.8,6.5,11.1,2160,1527,2793,7.6,5.4,9.8,87792,80935,94649,.,.,.,.,.,.
6,19,CA,Fresno County,168153,149911,186395,17.1,15.2,19,63763,54355,73171,23.1,19.7,26.5,44236,38033,50439,21.7,18.7,24.7,61401,58250,64552,.,.,.,.,.,.
6,21,CA,Glenn County,3470,2613,4327,12.4,9.3,15.5,1278,858,1698,17.2,11.5,22.9,885,582,1188,16.1,10.6,21.6,57779,50629,64929,.,.,.,.,.,.
6,23,CA,Humboldt County,20847,17684,24010,15.8,13.4,18.2,4664,3454,5874,18.8,13.9,23.7,3061,2139,3983,17.2,12,22.4,56071,49772,62370,.,.,.,.,.,.
6,25,CA,Imperial County,31134,25516,36752,18.1,14.8,21.4,12611,9335,15887,24.9,18.4,31.4,9014,6279,11749,24.3,16.9,31.7,47599,42136,53062,.,.,.,.,.,.
6,27,CA,Inyo County,1940,1460,2420,10.9,8.2,13.6,535,367,703,14.6,10,19.2,372,251,493,13.8,9.3,18.3,55981,53715,58247,.,.,.,.,.,.
6,29,CA,Kern County,159609,143750,175468,18.3,16.5,20.1,62402,53763,71041,24.6,21.2,28,47088,41004,53172,25.1,21.9,28.3,58583,56047,61119,.,.,.,.,.,.
6,31,CA,Kings County,19874,15490,24258,14.5,11.3,17.7,7179,5245,9113,17.8,13,22.6,4768,3335,6201,16.3,11.4,21.2,60319,55133,65505,.,.,.,.,.,.
6,33,CA,Lake County,10131,8049,12213,15.9,12.6,19.2,2980,2046,3914,22.2,15.2,29.2,2132,1454,2810,22.3,15.2,29.4,52345,47660,57030,.,.,.,.,.,.
6,35,CA,Lassen County,3555,2729,4381,15.5,11.9,19.1,820,592,1048,15.7,11.3,20.1,561,393,729,15,10.5,19.5,63803,58448,69158,.,.,.,.,.,.
6,37,CA,Los Angeles County,1289368,1238069,1340667,13.2,12.7,13.7,352512,330044,374980,17.2,16.1,18.3,255877,238318,273436,16.9,15.7,18.1,75624,74530,76718,.,.,.,.,.,.
6,39,CA,Madera County,21211,16814,25608,14.1,11.2,17,7920,5769,10071,18.8,13.7,23.9,5589,3948,7230,17.9,12.6,23.2,68744,63890,73598,.,.,.,.,.,.
6,41,CA,Marin County,15119,11766,18472,6,4.7,7.3,2848,1960,3736,5.8,4,7.6,1865,1220,2510,4.9,3.2,6.6,127601,117084,138118,.,.,.,.,.,.
6,43,CA,Mariposa County,2258,1724,2792,13.3,10.1,16.5,509,344,674,18.5,12.5,24.5,365,242,488,18.1,12,24.2,56887,48826,64948,.,.,.,.,.,.
6,45,CA,Mendocino County,12099,9474,14724,14.3,11.2,17.4,3341,2329,4353,18.9,13.2,24.6,2305,1571,3039,17.9,12.2,23.6,53176,49087,57265,.,.,.,.,.,.
6,47,CA,Merced County,44302,37672,50932,16.3,13.9,18.7,18095,14691,21499,22.8,18.5,27.1,13025,10397,15653,22.1,17.6,26.6,58998,56008,61988,.,.,.,.,.,.
6,49,CA,Modoc County,1529,1140,1918,17.9,13.3,22.5,459,307,611,28.1,18.8,37.4,321,209,433,26.6,17.3,35.9,46838,39978,53698,.,.,.,.,.,.
6,51,CA,Mono County,1285,958,1612,9,6.7,11.3,239,163,315,9.6,6.5,12.7,165,110,220,9,6,12,73204,62317,84091,.,.,.,.,.,.
6,53,CA,Monterey County,47870,40517,55223,11.6,9.8,13.4,16255,13114,19396,15,12.1,17.9,11683,9423,13943,14.6,11.8,17.4,85031,82688,87374,.,.,.,.,.,.
6,55,CA,Napa County,10356,8387,12325,7.9,6.4,9.4,2310,1709,2911,8.7,6.4,11,1653,1219,2087,8.2,6.1,10.3,92149,84782,99516,.,.,.,.,.,.
6,57,CA,Nevada County,9040,6987,11093,9.2,7.1,11.3,1805,1184,2426,11,7.2,14.8,1304,847,1761,10.7,7,14.4,74158,67572,80744,.,.,.,.,.,.
6,59,CA,Orange County,280128,250223,310033,9,8,10,68641,55359,81923,10.3,8.3,12.3,46800,37264,56336,9.6,7.7,11.5,98786,96741,100831,.,.,.,.,.,.
6,61,CA,Placer County,25815,21516,30114,6.5,5.4,7.6,5433,3987,6879,6.2,4.5,7.9,4145,3097,5193,6.2,4.6,7.8,100662,97325,103999,.,.,.,.,.,.
6,63,CA,Plumas County,2509,1948,3070,13.5,10.5,16.5,592,411,773,18.3,12.7,23.9,402,270,534,17.2,11.5,22.9,58489,49685,67293,.,.,.,.,.,.
6,65,CA,Riverside County,275176,253545,296807,11.2,10.3,12.1,86711,76705,96717,14.5,12.8,16.2,62519,54676,70362,13.9,12.2,15.6,76409,74941,77877,.,.,.,.,.,.
6,67,CA,Sacramento County,192386,174271,210501,12.5,11.3,13.7,59812,51370,68254,16.8,14.4,19.2,42634,36701,48567,16.4,14.1,18.7,72953,70697,75209,.,.,.,.,.,.
6,69,CA,San Benito County,5025,3778,6272,7.9,5.9,9.9,1490,1034,1946,9.3,6.5,12.1,1098,749,1447,9.2,6.3,12.1,91185,80560,101810,.,.,.,.,.,.
6,71,CA,San Bernardino County,308021,282219,333823,14.3,13.1,15.5,109552,96995,122109,19.7,17.4,22,76226,66900,85552,18.6,16.3,20.9,65984,64216,67752,.,.,.,.,.,.
6,73,CA,San Diego County,306807,278323,335291,9.5,8.6,10.4,76512,62638,90386,11,9,13,52440,41636,63244,10.5,8.3,12.7,87126,85053,89199,.,.,.,.,.,.
6,75,CA,San Francisco County,85356,77390,93322,10,9.1,10.9,10658,8218,13098,9.4,7.2,11.6,7367,5398,9336,9.7,7.1,12.3,121722,115147,128297,.,.,.,.,.,.
6,77,CA,San Joaquin County,104295,91712,116878,13.9,12.2,15.6,34931,29279,40583,17.4,14.6,20.2,26055,21893,30217,17.5,14.7,20.3,70685,67939,73431,.,.,.,.,.,.
6,79,CA,San Luis Obispo County,28338,24358,32318,10.6,9.1,12.1,4411,3067,5755,9.2,6.4,12,3129,2137,4121,8.8,6,11.6,79455,74306,84604,.,.,.,.,.,.
6,81,CA,San Mateo County,41158,34549,47767,5.5,4.6,6.4,8242,6120,10364,5.6,4.2,7,5649,4073,7225,5.3,3.8,6.8,132369,126609,138129,.,.,.,.,.,.
6,83,CA,Santa Barbara County,44777,37193,52361,10.5,8.7,12.3,12041,9078,15004,12.6,9.5,15.7,8338,6218,10458,12.1,9,15.2,86136,84194,88078,.,.,.,.,.,.
6,85,CA,Santa Clara County,123516,110546,136486,6.6,5.9,7.3,25805,20981,30629,6.5,5.3,7.7,18923,15457,22389,6.5,5.3,7.7,139462,136115,142809,.,.,.,.,.,.
6,87,CA,Santa Cruz County,27524,22523,32525,10.7,8.8,12.6,5238,3642,6834,10.6,7.4,13.8,3772,2610,4934,10.2,7,13.4,93015,85118,100912,.,.,.,.,.,.
6,89,CA,Shasta County,24570,20551,28589,13.9,11.6,16.2,6860,5092,8628,18.3,13.6,23,4393,3036,5750,16.1,11.1,21.1,59108,54365,63851,.,.,.,.,.,.
6,91,CA,Sierra County,331,243,419,11.5,8.4,14.6,65,43,87,13.5,9,18,46,30,62,13.3,8.8,17.8,59422,50319,68525,.,.,.,.,.,.
6,93,CA,Siskiyou County,6086,4646,7526,14.3,10.9,17.7,1731,1119,2343,20.2,13,27.4,1227,774,1680,19.2,12.1,26.3,49441,44615,54267,.,.,.,.,.,.
6,95,CA,Solano County,40283,33935,46631,9.3,7.8,10.8,10355,8177,12533,10.8,8.5,13.1,7043,5416,8670,10.1,7.8,12.4,83678,79211,88145,.,.,.,.,.,.
6,97,CA,Sonoma County,37609,31002,44216,7.8,6.4,9.2,7884,5950,9818,8.6,6.5,10.7,5155,3788,6522,7.5,5.5,9.5,87366,83912,90820,.,.,.,.,.,.
6,99,CA,Stanislaus County,70568,60270,80866,13,11.1,14.9,24827,20018,29636,17.1,13.8,20.4,17481,13941,21021,16.3,13,19.6,64501,62417,66585,.,.,.,.,.,.
6,101,CA,Sutter County,10984,8778,13190,11.5,9.2,13.8,3907,2758,5056,16.2,11.4,21,2814,1940,3688,15.8,10.9,20.7,65791,59278,72304,.,.,.,.,.,.
6,103,CA,Tehama County,8467,6529,10405,13.3,10.3,16.3,2572,1686,3458,17.2,11.3,23.1,1897,1215,2579,17.1,10.9,23.3,61571,55919,67223,.,.,.,.,.,.
6,105,CA,Trinity County,2162,1620,2704,18,13.5,22.5,546,366,726,26.4,17.7,35.1,376,247,505,25,16.5,33.5,45113,40048,50178,.,.,.,.,.,.
6,107,CA,Tulare County,79348,67531,91165,17.1,14.5,19.7,32114,26729,37499,23,19.1,26.9,23203,18895,27511,22.2,18.1,26.3,62058,59573,64543,.,.,.,.,.,.
6,109,CA,Tuolumne County,6158,4752,7564,12.1,9.3,14.9,1195,778,1612,13.4,8.7,18.1,824,523,1125,12.6,8,17.2,63336,56256,70416,.,.,.,.,.,.
6,111,CA,Ventura County,75060,65865,84255,9.1,8,10.2,21340,17906,24774,11.7,9.8,13.6,16275,13799,18751,11.8,10,13.6,90961,86592,95330,.,.,.,.,.,.
6,113,CA,Yolo County,31066,27868,34264,14.8,13.3,16.3,5031,3609,6453,11.3,8.1,14.5,3316,2255,4377,10,6.8,13.2,80668,75183,86153,.,.,.,.,.,.
6,115,CA,Yuba County,12816,10532,15100,16.3,13.4,19.2,4149,3023,5275,19.2,14,24.4,2845,1979,3711,18.4,12.8,24,56278,49976,62580,.,.,.,.,.,.
8,0,CO,Colorado,511346,494184,528508,9,8.7,9.3,129839,121098,138580,10.6,9.9,11.3,89390,81924,96856,9.8,9,10.6,77688,76545,78831,"36,625","32,181","41,069",11.6,10.2,13.0
8,1,CO,Adams County,48180,40657,55703,9.4,7.9,10.9,15835,12336,19334,12.1,9.4,14.8,10686,8122,13250,11,8.4,13.6,73615,70512,76718,.,.,.,.,.,.
8,3,CO,Alamosa County,2563,1875,3251,16.7,12.2,21.2,800,512,1088,20.9,13.4,28.4,560,351,769,19.6,12.3,26.9,50390,45741,55039,.,.,.,.,.,.
8,5,CO,Arapahoe County,45760,39093,52427,7,6,8,12360,9299,15421,8.4,6.3,10.5,8204,5887,10521,7.5,5.4,9.6,82381,79503,85259,.,.,.,.,.,.
8,7,CO,Archuleta County,1319,951,1687,9.4,6.8,12,396,246,546,16.2,10.1,22.3,311,197,425,16.5,10.4,22.6,63961,54593,73329,.,.,.,.,.,.
8,9,CO,Baca County,585,440,730,16.9,12.7,21.1,181,116,246,24,15.4,32.6,124,78,170,21.9,13.7,30.1,42531,36145,48917,.,.,.,.,.,.
8,11,CO,Bent County,1033,741,1325,26.6,19.1,34.1,221,140,302,27.2,17.2,37.2,169,106,232,27.7,17.4,38,50688,46583,54793,.,.,.,.,.,.
8,13,CO,Boulder County,30205,26517,33893,9.5,8.3,10.7,3712,2382,5042,6.3,4,8.6,2578,1628,3528,5.6,3.5,7.7,88289,83171,93407,.,.,.,.,.,.
8,14,CO,Broomfield County,2983,2349,3617,4.2,3.3,5.1,634,412,856,4.1,2.7,5.5,453,290,616,3.8,2.4,5.2,106263,98449,114077,.,.,.,.,.,.
8,15,CO,Chaffee County,1844,1366,2322,9.6,7.1,12.1,339,219,459,11.2,7.2,15.2,238,150,326,10.5,6.6,14.4,64220,54591,73849,.,.,.,.,.,.
8,17,CO,Cheyenne County,214,158,270,12.3,9.1,15.5,75,49,101,18.1,11.7,24.5,55,35,75,17.1,10.9,23.3,56383,47587,65179,.,.,.,.,.,.
8,19,CO,Clear Creek County,695,520,870,7.3,5.5,9.1,128,82,174,9.3,6,12.6,88,56,120,8.8,5.5,12.1,79422,67523,91321,.,.,.,.,.,.
8,21,CO,Conejos County,1422,1050,1794,17.6,13,22.2,448,292,604,22.4,14.6,30.2,319,203,435,20.8,13.2,28.4,39822,35048,44596,.,.,.,.,.,.
8,23,CO,Costilla County,854,629,1079,21.8,16,27.6,240,155,325,32.2,20.7,43.7,171,108,234,30.5,19.3,41.7,35639,30426,40852,.,.,.,.,.,.
8,25,CO,Crowley County,1118,782,1454,37.2,26,48.4,194,122,266,29.5,18.6,40.4,135,83,187,26.2,16.2,36.2,36836,31988,41684,.,.,.,.,.,.
8,27,CO,Custer County,611,455,767,12.2,9.1,15.3,162,104,220,23.2,14.9,31.5,117,74,160,22.6,14.2,31,60485,50968,70002,.,.,.,.,.,.
8,29,CO,Delta County,3690,2780,4600,12.1,9.1,15.1,917,558,1276,15.4,9.4,21.4,624,363,885,13.7,8,19.4,53553,47024,60082,.,.,.,.,.,.
8,31,CO,Denver County,89598,80748,98448,12.4,11.2,13.6,23256,19545,26967,17.3,14.5,20.1,16771,14075,19467,17.8,14.9,20.7,75355,72131,78579,.,.,.,.,.,.
8,33,CO,Dolores County,262,192,332,12.5,9.1,15.9,60,39,81,15.3,9.9,20.7,42,26,58,13.2,8.3,18.1,50821,42876,58766,.,.,.,.,.,.
8,35,CO,Douglas County,10942,8751,13133,3,2.4,3.6,2239,1504,2974,2.6,1.8,3.4,1548,997,2099,2.3,1.5,3.1,122290,115767,128813,.,.,.,.,.,.
8,37,CO,Eagle County,3517,2673,4361,6.4,4.9,7.9,822,556,1088,7.2,4.9,9.5,540,358,722,6.2,4.1,8.3,94309,80608,108010,.,.,.,.,.,.
8,39,CO,Elbert County,1304,946,1662,4.8,3.5,6.1,381,246,516,6.8,4.4,9.2,264,166,362,6,3.8,8.2,107139,97451,116827,.,.,.,.,.,.
8,41,CO,El Paso County,64656,55698,73614,9.1,7.8,10.4,19075,14547,23603,11.4,8.7,14.1,12888,9672,16104,10.5,7.9,13.1,72459,69838,75080,.,.,.,.,.,.
8,43,CO,Fremont County,6083,4625,7541,15.2,11.5,18.9,1318,864,1772,17.7,11.6,23.8,959,628,1290,17.3,11.3,23.3,52414,45938,58890,.,.,.,.,.,.
8,45,CO,Garfield County,3965,2929,5001,6.7,5,8.4,1395,894,1896,9.4,6,12.8,910,564,1256,8.4,5.2,11.6,79958,73407,86509,.,.,.,.,.,.
8,47,CO,Gilpin County,408,301,515,6.6,4.9,8.3,68,43,93,7.8,5,10.6,37,22,52,5.4,3.2,7.6,79622,67476,91768,.,.,.,.,.,.
8,49,CO,Grand County,1071,781,1361,6.8,5,8.6,226,146,306,9,5.8,12.2,158,99,217,8.1,5.1,11.1,74484,64071,84897,.,.,.,.,.,.
8,51,CO,Gunnison County,1595,1185,2005,9.6,7.1,12.1,246,159,333,8.8,5.7,11.9,162,102,222,7.6,4.8,10.4,68214,61559,74869,.,.,.,.,.,.
8,53,CO,Hinsdale County,58,42,74,7.2,5.1,9.3,22,14,30,18.8,12,25.6,16,10,22,19.3,12.1,26.5,63034,53068,73000,.,.,.,.,.,.
8,55,CO,Huerfano County,1337,999,1675,19.9,14.9,24.9,350,229,471,32.3,21.1,43.5,240,153,327,28.5,18.2,38.8,49502,46858,52146,.,.,.,.,.,.
8,57,CO,Jackson County,161,117,205,11.6,8.4,14.8,40,26,54,16.7,10.7,22.7,28,17,39,16.6,10.3,22.9,55430,46656,64204,.,.,.,.,.,.
8,59,CO,Jefferson County,34963,28898,41028,6.1,5,7.2,7224,5028,9420,6.6,4.6,8.6,5002,3409,6595,6.2,4.2,8.2,90097,86616,93578,.,.,.,.,.,.
8,61,CO,Kiowa County,173,128,218,12,8.9,15.1,55,35,75,15.9,10.2,21.6,37,23,51,16,10,22,49179,41561,56797,.,.,.,.,.,.
8,63,CO,Kit Carson County,764,557,971,10.8,7.9,13.7,278,176,380,15.5,9.8,21.2,201,125,277,14.6,9.1,20.1,54642,47444,61840,.,.,.,.,.,.
8,65,CO,Lake County,831,614,1048,10.6,7.8,13.4,226,146,306,14.1,9.1,19.1,149,95,203,13,8.3,17.7,61518,52283,70753,.,.,.,.,.,.
8,67,CO,La Plata County,5447,4226,6668,10,7.8,12.2,1238,842,1634,12.2,8.3,16.1,857,572,1142,11.2,7.5,14.9,66080,61456,70704,.,.,.,.,.,.
8,69,CO,Larimer County,34579,30243,38915,9.9,8.7,11.1,5121,3583,6659,7.6,5.3,9.9,3308,2200,4416,6.5,4.3,8.7,80344,76976,83712,.,.,.,.,.,.
8,71,CO,Las Animas County,2245,1716,2774,16.4,12.5,20.3,593,387,799,23.4,15.3,31.5,414,255,573,21.6,13.3,29.9,46281,40870,51692,.,.,.,.,.,.
8,73,CO,Lincoln County,727,559,895,15.6,12,19.2,202,133,271,18.3,12,24.6,145,94,196,18,11.7,24.3,50169,42964,57374,.,.,.,.,.,.
8,75,CO,Logan County,2420,1769,3071,13.1,9.6,16.6,563,365,761,14.7,9.5,19.9,401,255,547,14.5,9.2,19.8,55717,50017,61417,.,.,.,.,.,.
